Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,TuskMammoth,1124,29,22,7,75.9%,106,70,36,▲ 1,+10
2,ImpactDrake,1117,24,17,7,70.8%,93,51,42,▼ 1,0
3,CobaltDragoon,1089,17,12,5,70.6%,65,36,29,→ 0,0
4,GolemRock,1081,23,15,8,65.2%,74,49,25,→ 0,0
5,SharkScale,1077,8,6,2,75.0%,33,16,17,→ 0,0
6,LeonCrest,1064,15,9,6,60.0%,50,39,11,→ 0,0
7,FoxBrush,1064,21,14,7,66.7%,68,52,16,→ 0,0
8,ScorpioSpear,1063,16,10,6,62.5%,52,36,16,→ 0,0
9,WyvernHover,1054,3,3,0,100.0%,12,3,9,→ 0,0
10,DranSword,1037,18,11,7,61.1%,54,51,3,→ 0,0
11,WeissTiger,1031,12,7,5,58.3%,37,26,11,→ 0,0
12,ValkyrieVolt,1027,3,2,1,66.7%,10,4,6,→ 0,0
13,HellsReaper,1025,15,8,7,53.3%,45,38,7,→ 0,0
14,DranBrave,1024,19,10,9,52.6%,56,50,6,→ 0,0
15,RhinoReaper,1019,15,8,7,53.3%,50,48,2,▲ 1,0
16,LeonClaw,1017,13,7,6,53.8%,39,40,-1,▲ 1,0
17,KnightMail,1014,16,8,8,50.0%,47,42,5,▲ 1,0
18,HellsChain,1008,15,7,8,46.7%,47,42,5,▲ 1,0
19,PerseusDark,1008,14,7,7,50.0%,41,40,1,▲ 1,0
20,UnicornSting,1005,15,8,7,53.3%,39,38,1,▲ 1,0
21,WolfHunt,1003,2,1,1,50.0%,4,4,0,▼ 6,-17
22,ViperTail,1001,15,7,8,46.7%,43,45,-2,→ 0,0
23,CerberusFlame,1001,20,10,10,50.0%,50,55,-5,→ 0,0
24,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
30,HellsBrave,1000,0,0,0,0.0%,0,0,0,→ 0,0
31,GhostCircle,1000,0,0,0,0.0%,0,0,0,→ 0,0
32,BulletGriffon,1000,0,0,0,0.0%,0,0,0,→ 0,0
33,DranStrike,1000,0,0,0,0.0%,0,0,0,→ 0,0
34,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,→ 0,0
35,MummyCurse,1000,0,0,0,0.0%,0,0,0,→ 0,0
36,ShelterDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
37,TriceraPress,1000,0,0,0,0.0%,0,0,0,→ 0,0
38,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,→ 0,0
39,PhoenixWing,991,17,8,9,47.1%,47,56,-9,→ 0,0
40,SharkEdge,989,17,8,9,47.1%,46,54,-8,→ 0,0
41,SilverWolf,987,12,5,7,41.7%,34,38,-4,→ 0,0
42,WizardRod,979,14,6,8,42.9%,40,46,-6,→ 0,0
43,DranDagger,976,15,7,8,46.7%,40,47,-7,→ 0,0
44,CrimsonGaruda,972,15,6,9,40.0%,35,47,-12,→ 0,0
45,DranBuster,967,10,3,7,30.0%,24,33,-9,→ 0,0
46,EmperorMight,965,2,0,2,0.0%,0,8,-8,→ 0,0
47,WhaleWave,961,14,5,9,35.7%,33,47,-14,→ 0,0
48,SolEclipse,959,11,4,7,36.4%,30,39,-9,→ 0,0
49,CobaltDrake,955,5,1,4,20.0%,11,21,-10,→ 0,0
50,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
51,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
52,WizardArc,934,7,1,6,14.3%,17,30,-13,→ 0,0
53,PegasusBlast,923,6,1,5,16.7%,11,24,-13,→ 0,0
54,TyrannoBeat,923,9,2,7,22.2%,18,33,-15,→ 0,0
55,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
56,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
57,WizardArrow,887,6,0,6,0.0%,7,24,-17,→ 0,0
58,SamuraiSaber,867,8,0,8,0.0%,9,32,-23,→ 0,0
