Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1117,24,17,7,70.8%,93,51,42,→ 0,0
2,TuskMammoth,1114,31,23,8,74.2%,110,75,35,→ 0,0
3,CobaltDragoon,1089,17,12,5,70.6%,65,36,29,→ 0,0
4,GolemRock,1081,23,15,8,65.2%,74,49,25,→ 0,0
5,LeonCrest,1080,16,10,6,62.5%,54,39,15,▲ 2,+16
6,ValkyrieVolt,1074,5,4,1,80.0%,20,7,13,▼ 1,0
7,SharkScale,1072,10,7,3,70.0%,40,21,19,▼ 1,0
8,FoxBrush,1064,21,14,7,66.7%,68,52,16,→ 0,0
9,ScorpioSpear,1063,16,10,6,62.5%,52,36,16,→ 0,0
10,WeissTiger,1043,13,8,5,61.5%,41,29,12,→ 0,0
11,DranBrave,1032,20,11,9,55.0%,60,52,8,▲ 1,0
12,LeonClaw,1032,14,8,6,57.1%,43,40,3,▲ 1,0
13,DranSword,1026,19,11,8,57.9%,54,55,-1,▼ 2,-12
14,PerseusDark,1023,15,8,7,53.3%,45,40,5,→ 0,0
15,HellsChain,1019,16,8,8,50.0%,51,42,9,→ 0,0
16,WyvernHover,1015,5,3,2,60.0%,13,11,2,→ 0,0
17,RhinoReaper,1012,16,8,8,50.0%,53,53,0,→ 0,0
18,HellsReaper,1010,16,8,8,50.0%,45,42,3,→ 0,0
19,KnightMail,1007,17,8,9,47.1%,49,46,3,→ 0,0
20,WolfHunt,1003,2,1,1,50.0%,4,4,0,→ 0,0
21,ViperTail,1001,15,7,8,46.7%,43,45,-2,→ 0,0
22,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
23,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
24,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,HellsBrave,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,GhostCircle,1000,0,0,0,0.0%,0,0,0,→ 0,0
30,BulletGriffon,1000,0,0,0,0.0%,0,0,0,→ 0,0
31,DranStrike,1000,0,0,0,0.0%,0,0,0,→ 0,0
32,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,→ 0,0
33,MummyCurse,1000,0,0,0,0.0%,0,0,0,→ 0,0
34,ShelterDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
35,TriceraPress,1000,0,0,0,0.0%,0,0,0,→ 0,0
36,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,→ 0,0
37,SolEclipse,998,13,6,7,46.2%,39,40,-1,→ 0,0
38,UnicornSting,994,16,8,8,50.0%,39,42,-3,→ 0,0
39,CerberusFlame,993,21,10,11,47.6%,51,59,-8,→ 0,0
40,DranDagger,991,16,8,8,50.0%,44,48,-4,→ 0,0
41,CrimsonGaruda,988,16,7,9,43.8%,39,47,-8,→ 0,0
42,SharkEdge,983,19,9,10,47.4%,50,60,-10,→ 0,0
43,PhoenixWing,980,18,8,10,44.4%,48,60,-12,→ 0,0
44,SilverWolf,974,13,5,8,38.5%,34,42,-8,→ 0,0
45,DranBuster,967,10,3,7,30.0%,24,33,-9,→ 0,0
46,WizardRod,966,15,6,9,40.0%,40,50,-10,→ 0,0
47,EmperorMight,965,2,0,2,0.0%,0,8,-8,→ 0,0
48,CobaltDrake,955,5,1,4,20.0%,11,21,-10,→ 0,0
49,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
50,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
51,WhaleWave,949,15,5,10,33.3%,34,51,-17,→ 0,0
52,WizardArc,934,7,1,6,14.3%,17,30,-13,→ 0,0
53,PegasusBlast,923,6,1,5,16.7%,11,24,-13,→ 0,0
54,TyrannoBeat,923,9,2,7,22.2%,18,33,-15,→ 0,0
55,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
56,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
57,WizardArrow,887,6,0,6,0.0%,7,24,-17,→ 0,0
58,SamuraiSaber,867,8,0,8,0.0%,9,32,-23,→ 0,0
