Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,GolemRock,1116,21,15,6,71.4%,74,40,34,→ 0,0
2,ImpactDrake,1115,22,16,6,72.7%,85,46,39,→ 0,0
3,TuskMammoth,1082,25,18,7,72.0%,89,68,21,→ 0,0
4,FoxBrush,1072,19,13,6,68.4%,64,44,20,→ 0,0
5,CobaltDragoon,1062,15,10,5,66.7%,55,34,21,→ 0,0
6,LeonCrest,1062,13,8,5,61.5%,45,35,10,→ 0,0
7,SharkScale,1044,6,4,2,66.7%,24,14,10,→ 0,0
8,DranSword,1041,16,10,6,62.5%,50,45,5,→ 0,0
9,DranBrave,1029,17,9,8,52.9%,52,46,6,→ 0,0
10,ScorpioSpear,1027,14,8,6,57.1%,43,36,7,→ 0,0
11,HellsReaper,1026,13,7,6,53.8%,40,34,6,→ 0,0
12,HellsChain,1023,14,7,7,50.0%,45,37,8,→ 0,0
13,CerberusFlame,1022,18,10,8,55.6%,49,47,2,→ 0,0
14,ViperTail,1020,13,7,6,53.8%,39,35,4,→ 0,0
15,PhoenixWing,1015,15,8,7,53.3%,47,48,-1,→ 0,0
16,WyvernHover,1015,1,1,0,100.0%,4,2,2,→ 0,0
17,KnightMail,1014,14,7,7,50.0%,41,36,5,→ 0,0
18,ValkyrieVolt,1009,2,1,1,50.0%,6,4,2,→ 0,0
19,WeissTiger,1006,10,5,5,50.0%,28,24,4,→ 0,0
20,RhinoReaper,1005,14,7,7,50.0%,45,47,-2,▲ 22,+11
21,PerseusDark,1004,12,6,6,50.0%,35,35,0,▼ 1,0
22,DranDagger,1003,13,7,6,53.8%,36,36,0,▼ 1,0
23,ClockMirage,1000,0,0,0,0.0%,0,0,0,▼ 1,0
24,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
25,BrachioWhip,1000,0,0,0,0.0%,0,0,0,▼ 1,0
26,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,▼ 1,0
27,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,▼ 1,0
28,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,▼ 1,0
29,WolfHunt,1000,0,0,0,0.0%,0,0,0,▼ 1,0
30,HellsBrave,1000,0,0,0,0.0%,0,0,0,▼ 1,0
31,GhostCircle,1000,0,0,0,0.0%,0,0,0,▼ 1,0
32,BulletGriffon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
33,DranStrike,1000,0,0,0,0.0%,0,0,0,▼ 1,0
34,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,▼ 1,0
35,MummyCurse,1000,0,0,0,0.0%,0,0,0,▼ 1,0
36,ShelterDrake,1000,0,0,0,0.0%,0,0,0,▼ 1,0
37,EmperorMight,1000,0,0,0,0.0%,0,0,0,▼ 1,0
38,TriceraPress,1000,0,0,0,0.0%,0,0,0,▼ 1,0
39,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,▼ 1,0
40,LeonClaw,998,11,5,6,45.5%,30,35,-5,▼ 1,0
41,SharkEdge,997,16,8,8,50.0%,43,50,-7,▼ 1,0
42,CrimsonGaruda,995,13,6,7,46.2%,33,38,-5,▼ 1,0
43,UnicornSting,991,14,7,7,50.0%,35,38,-3,→ 0,0
44,SolEclipse,991,9,4,5,44.4%,30,31,-1,→ 0,0
45,WhaleWave,985,12,5,7,41.7%,31,39,-8,→ 0,0
46,WizardRod,981,12,5,7,41.7%,35,39,-4,▲ 1,0
47,SilverWolf,972,11,4,7,36.4%,29,36,-7,▼ 1,-10
48,DranBuster,967,10,3,7,30.0%,24,33,-9,→ 0,0
49,CobaltDrake,955,5,1,4,20.0%,11,21,-10,→ 0,0
50,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
51,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
52,WizardArc,934,7,1,6,14.3%,17,30,-13,→ 0,0
53,PegasusBlast,923,6,1,5,16.7%,11,24,-13,→ 0,0
54,TyrannoBeat,923,9,2,7,22.2%,18,33,-15,→ 0,0
55,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
56,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
57,WizardArrow,887,6,0,6,0.0%,7,24,-17,→ 0,0
58,SamuraiSaber,867,8,0,8,0.0%,9,32,-23,→ 0,0
