Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1155,37,27,10,73.0%,145,80,65,→ 0,0
2,ValkyrieVolt,1142,17,13,4,76.5%,64,31,33,→ 0,0
3,HellsBrave,1128,10,9,1,90.0%,43,11,32,→ 0,0
4,TuskMammoth,1109,46,31,15,67.4%,162,121,41,→ 0,0
5,FoxBrush,1108,30,21,9,70.0%,103,74,29,→ 0,0
6,SharkScale,1108,22,15,7,68.2%,87,52,35,→ 0,0
7,DranBrave,1088,28,18,10,64.3%,92,66,26,→ 0,0
8,GolemRock,1060,32,18,14,56.2%,96,79,17,→ 0,0
9,LeonCrest,1054,28,15,13,53.6%,84,80,4,→ 0,0
10,DranSword,1053,27,16,11,59.3%,82,75,7,→ 0,0
11,SilverWolf,1053,23,13,10,56.5%,73,59,14,→ 0,0
12,HellsChain,1044,25,14,11,56.0%,79,62,17,→ 0,+6
13,WeissTiger,1037,25,14,11,56.0%,75,63,12,→ 0,0
14,CobaltDragoon,1036,26,14,12,53.8%,82,69,13,→ 0,0
15,ViperTail,1031,24,12,12,50.0%,71,67,4,→ 0,0
16,ScorpioSpear,1027,28,14,14,50.0%,80,82,-2,→ 0,0
17,KnightMail,1023,28,14,14,50.0%,79,73,6,→ 0,0
18,TyrannoRoar,1021,7,5,2,71.4%,24,14,10,→ 0,0
19,CerberusFlame,1018,31,15,16,48.4%,83,87,-4,→ 0,0
20,LeonClaw,1016,22,12,10,54.5%,67,63,4,→ 0,0
21,RhinoReaper,1016,24,12,12,50.0%,80,76,4,→ 0,0
22,WolfHunt,1007,10,6,4,60.0%,28,25,3,→ 0,0
23,HellsReaper,1005,25,12,13,48.0%,73,68,5,→ 0,0
24,PerseusDark,1003,24,12,12,50.0%,65,67,-2,→ 0,0
25,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,GhostCircle,1000,0,0,0,0.0%,0,0,0,→ 0,0
30,BulletGriffon,1000,0,0,0,0.0%,0,0,0,→ 0,0
31,DranStrike,1000,0,0,0,0.0%,0,0,0,→ 0,0
32,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,→ 0,0
33,MummyCurse,1000,0,0,0,0.0%,0,0,0,→ 0,0
34,ShelterDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
35,TriceraPress,1000,0,0,0,0.0%,0,0,0,→ 0,0
36,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,→ 0,0
37,PhoenixRudder,986,17,8,9,47.1%,42,51,-9,→ 0,0
38,WizardArc,980,15,7,8,46.7%,41,45,-4,→ 0,0
39,CrimsonGaruda,980,25,11,14,44.0%,67,76,-9,→ 0,0
40,CobaltDrake,972,14,5,9,35.7%,38,47,-9,→ 0,0
41,UnicornSting,967,23,10,13,43.5%,60,69,-9,▲ 1,0
42,WyvernHover,966,13,5,8,38.5%,29,39,-10,▲ 1,0
43,SharkEdge,964,28,12,16,42.9%,73,90,-17,▼ 2,-6
44,ClockMirage,963,7,3,4,42.9%,15,23,-8,→ 0,0
45,DranDagger,959,25,10,15,40.0%,65,84,-19,→ 0,0
46,EmperorMight,952,8,2,6,25.0%,14,24,-10,→ 0,0
47,SolEclipse,949,22,8,14,36.4%,59,75,-16,→ 0,0
48,WhaleWave,941,24,9,15,37.5%,54,79,-25,→ 0,0
49,PhoenixWing,934,26,10,16,38.5%,60,93,-33,→ 0,0
50,HellsHammer,933,13,4,9,30.8%,29,49,-20,→ 0,0
51,PegasusBlast,932,10,3,7,30.0%,22,35,-13,→ 0,0
52,WhaleFlame,930,8,2,6,25.0%,13,29,-16,→ 0,0
53,DranBuster,925,12,3,9,25.0%,24,41,-17,→ 0,0
54,BlackShell,911,12,3,9,25.0%,17,42,-25,→ 0,0
55,WizardRod,911,24,8,16,33.3%,53,82,-29,→ 0,0
56,WizardArrow,890,9,1,8,11.1%,15,33,-18,→ 0,0
57,TyrannoBeat,879,12,2,10,16.7%,18,45,-27,→ 0,0
58,SamuraiSaber,832,10,0,10,0.0%,11,41,-30,→ 0,0
