Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,GolemRock,1109,20,14,6,70.0%,70,37,33,→ 0,0
2,ImpactDrake,1107,21,15,6,71.4%,81,46,35,→ 0,0
3,FoxBrush,1085,18,13,5,72.2%,64,40,24,→ 0,0
4,TuskMammoth,1071,24,17,7,70.8%,85,68,17,→ 0,0
5,CobaltDragoon,1050,14,9,5,64.3%,51,33,18,→ 0,0
6,DranSword,1046,14,9,5,64.3%,45,39,6,→ 0,0
7,ScorpioSpear,1042,13,8,5,61.5%,43,32,11,→ 0,0
8,LeonCrest,1042,12,7,5,58.3%,41,35,6,→ 0,0
9,DranBrave,1040,16,9,7,56.2%,49,42,7,→ 0,0
10,PhoenixWing,1033,14,8,6,57.1%,47,44,3,→ 0,0
11,ViperTail,1031,12,7,5,58.3%,39,31,8,→ 0,0
12,CerberusFlame,1027,17,10,7,58.8%,46,43,3,→ 0,0
13,SharkScale,1027,5,3,2,60.0%,18,12,6,→ 0,0
14,WeissTiger,1017,9,5,4,55.6%,26,20,6,→ 0,0
15,HellsReaper,1015,12,6,6,50.0%,36,31,5,→ 0,0
16,DranDagger,1013,12,7,5,58.3%,33,31,2,→ 0,0
17,RhinoReaper,1006,12,6,6,50.0%,39,41,-2,→ 0,0
18,CrimsonGaruda,1005,12,6,6,50.0%,31,34,-3,→ 0,0
19,SolEclipse,1004,8,4,4,50.0%,28,25,3,▲ 24,+12
20,SharkEdge,1001,14,7,7,50.0%,39,43,-4,▼ 1,0
21,HellsChain,1001,12,5,7,41.7%,37,35,2,▼ 1,0
22,ClockMirage,1000,0,0,0,0.0%,0,0,0,▼ 1,0
23,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
24,BrachioWhip,1000,0,0,0,0.0%,0,0,0,▼ 1,0
25,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,▼ 1,0
26,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,▼ 1,0
27,WyvernHover,1000,0,0,0,0.0%,0,0,0,▼ 1,0
28,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,▼ 1,0
29,WolfHunt,1000,0,0,0,0.0%,0,0,0,▼ 1,0
30,HellsBrave,1000,0,0,0,0.0%,0,0,0,▼ 1,0
31,GhostCircle,1000,0,0,0,0.0%,0,0,0,▼ 1,0
32,BulletGriffon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
33,DranStrike,1000,0,0,0,0.0%,0,0,0,▼ 1,0
34,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,▼ 1,0
35,MummyCurse,1000,0,0,0,0.0%,0,0,0,▼ 1,0
36,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,▼ 1,0
37,ShelterDrake,1000,0,0,0,0.0%,0,0,0,▼ 1,0
38,EmperorMight,1000,0,0,0,0.0%,0,0,0,▼ 1,0
39,TriceraPress,1000,0,0,0,0.0%,0,0,0,▼ 1,0
40,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,▼ 1,0
41,KnightMail,997,13,6,7,46.2%,37,36,1,▼ 1,0
42,PerseusDark,994,11,5,6,45.5%,30,32,-2,▼ 1,0
43,WhaleWave,994,11,5,6,45.5%,28,35,-7,▼ 1,0
44,UnicornSting,992,12,6,6,50.0%,31,32,-1,→ 0,0
45,WizardRod,991,11,5,6,45.5%,32,35,-3,→ 0,0
46,LeonClaw,987,10,4,6,40.0%,26,33,-7,→ 0,0
47,SilverWolf,968,9,3,6,33.3%,23,29,-6,→ 0,-12
48,DranBuster,967,10,3,7,30.0%,24,33,-9,→ 0,0
49,CobaltDrake,955,5,1,4,20.0%,11,21,-10,→ 0,0
50,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
51,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
52,WizardArc,934,7,1,6,14.3%,17,30,-13,→ 0,0
53,TyrannoBeat,931,8,2,6,25.0%,16,29,-13,→ 0,0
54,PegasusBlast,923,6,1,5,16.7%,11,24,-13,→ 0,0
55,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
56,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
57,WizardArrow,887,6,0,6,0.0%,7,24,-17,→ 0,0
58,SamuraiSaber,867,8,0,8,0.0%,9,32,-23,→ 0,0
